Data;BD;BS;PT;BTN A;BTN B;BTN C;Preço
19/08/2025;V;V;0,1354795;0,0200563;0,0193864;0,0184275;76,125
19/08/2025;V;V;0,1360318;0,020138;0,019587;0,0186544;76,125
19/08/2025;V;V;0,1367109;0,0202692;0,0198271;0,0189306;76,125
19/08/2025;V;V;0,1375306;0,0204799;0,0200885;0,0192988;76,125
19/08/2025;V;V;0,1384872;0,0207132;0,0202918;0,01972;76,125
19/08/2025;V;V;0,1411743;0,0209534;0,0205241;0,0201644;76,125
19/08/2025;V;V;0,1424382;0,0212164;0,0207949;0,02071;76,125
19/08/2025;V;V;0,1439621;0,0215391;0,0212377;0,0213558;76,125
19/08/2025;V;V;0,1457845;0,0219043;0,0217293;0,0221633;76,125
19/08/2025;V;V;0,1479201;0,0223382;0,022337;0,0230306;76,125
19/08/2025;V;V;0,1504;0,0228328;0,0230055;0,0239784;76,125
19/08/2025;V;V;0,1533337;0,0234194;0,0238347;0,0249572;76,125
19/08/2025;V;V;0,1569022;0,0243196;0,0249226;0,0260784;76,125
18/08/2025;V;C;0,1596017;0,0253297;0,0260409;0,0272192;76,125
18/08/2025;V;C;0,1637322;0,0264178;0,0270969;0,0284256;76,125
18/08/2025;V;C;0,1676676;0,0273199;0,0279929;0,029596;76,125
18/08/2025;V;C;0,1711858;0,0282335;0,0289667;0,0308051;76,125
18/08/2025;V;C;0,1745991;0,0291214;0,0299185;0,0319029;76,125
18/08/2025;V;C;0,1777792;0,0299957;0,0307651;0,0328716;76,125
18/08/2025;V;C;0,1807239;0,0307774;0,0314153;0,0337657;76,125
18/08/2025;V;C;0,1834644;0,0314676;0,0319612;0,034662;76,125
18/08/2025;C;C;0,1860262;0,0320499;0,0324784;0,0355679;76,125
18/08/2025;C;C;0,1883518;0,0325685;0,0328902;0,0363632;76,125
18/08/2025;C;C;0,1903817;0,0330252;0,0332062;0,0370597;76,125
18/08/2025;C;C;0,1921146;0,0334066;0,0333792;0,0375927;76,125
18/08/2025;C;C;0,1935948;0,0337006;0,0335991;0,0380325;76,125
18/08/2025;C;C;0,1949003;0,0339285;0,0338864;0,0383017;76,125
18/08/2025;C;C;0,1957845;0,0341689;0,0341292;0,0384658;76,125
18/08/2025;C;C;0,195574;0,0344515;0,0342466;0,0382399;76,125
18/08/2025;C;C;0,1940751;0,0347815;0,0342762;0,0376873;76,125
18/08/2025;C;C;0,1917149;0,0351239;0,0342232;0,0367123;76,125
18/08/2025;C;C;0,1887475;0,0354668;0,0341782;0,0355863;76,125
18/08/2025;C;C;0,1855002;0,035833;0,0340564;0,0343987;76,125
18/08/2025;C;C;0,1821788;0,0361057;0,0339048;0,0333289;76,125
18/08/2025;C;C;0,1789599;0,0363271;0,0337298;0,0324408;76,125
18/08/2025;C;C;0,1759491;0,0365758;0,0335732;0,0316769;76,125
18/08/2025;C;C;0,1732052;0,0370062;0,0334258;0,0310094;76,125
18/08/2025;C;C;0,1707612;0,037495;0,0333029;0,030449;76,125
18/08/2025;C;C;0,1686055;0,0379486;0,0331829;0,0300408;76,125
18/08/2025;C;C;0,1667189;0,0383199;0,0331184;0,0297175;76,125
18/08/2025;C;C;0,16508;0,0387493;0,0330537;0,0294975;76,125
18/08/2025;C;C;0,1636805;0,0391755;0,0330154;0,029298;76,125
18/08/2025;C;C;0,1624889;0,0395708;0,033011;0,0291942;76,125
18/08/2025;C;C;0,1615321;0,0398693;0,0330673;0,0291682;76,125
18/08/2025;C;C;0,1608133;0,0401945;0,0331914;0,0292055;76,125
18/08/2025;C;C;0,1603378;0,0405214;0,0333661;0,029319;76,125
18/08/2025;C;C;0,1600809;0,0408975;0,0335871;0,0294557;76,125
18/08/2025;C;C;0,159998;0,0412745;0,0338762;0,0296627;76,125
18/08/2025;C;C;0,1600332;0,0416112;0,0341837;0,0298969;76,125
18/08/2025;C;C;0,1600919;0,0418379;0,0344702;0,030151;76,125
18/08/2025;C;C;0,1601037;0,0418685;0,0346268;0,0304227;76,125
18/08/2025;C;C;0,1600254;0,0417365;0,0347242;0,0306486;76,125
18/08/2025;C;C;0,1598672;0,0412777;0,0347075;0,030774;76,125
18/08/2025;C;C;0,1597594;0,0408009;0,0347173;0,0308307;76,125
18/08/2025;C;C;0,1599725;0,0403165;0,034736;0,0310027;76,125
18/08/2025;C;C;0,1606827;0,0401923;0,0348957;0,0313725;76,125
18/08/2025;C;C;0,1618424;0,040266;0,0351087;0,0319038;76,125
18/08/2025;C;C;0,1631618;0,040561;0,0353103;0,0324006;76,125
18/08/2025;C;C;0,1643093;0,0410987;0,0354287;0,0327536;76,125
18/08/2025;C;C;0,1650221;0,0415949;0,0354307;0,0327462;76,125
18/08/2025;C;C;0,1662143;0,0419925;0,0351479;0,0323578;76,125
18/08/2025;C;C;0,1657096;0,0419641;0,0346042;0,0316805;76,125
18/08/2025;C;C;0,1649341;0,0417087;0,0339314;0,0309468;76,125
18/08/2025;C;C;0,1642395;0,0412383;0,0333954;0,03031;76,125
18/08/2025;C;C;0,163824;0,0407183;0,0329939;0,0298375;76,125
18/08/2025;C;C;0,1637095;0,0401848;0,0326708;0,0295314;76,125
18/08/2025;C;C;0,1637843;0,0396811;0,0324093;0,0293124;76,125
18/08/2025;C;C;0,1638827;0,0391231;0,0321222;0,0290816;76,125
18/08/2025;C;C;0,1638501;0,0384788;0,0317297;0,0287891;76,125
18/08/2025;C;C;0,1636294;0,0377379;0,0312345;0,0284731;76,125
18/08/2025;C;C;0,1631921;0,0369429;0,0306127;0,0280942;76,125
18/08/2025;C;C;0,1624795;0,0360309;0,0299487;0,0276222;76,125
18/08/2025;C;C;0,1603197;0,0347855;0,029088;0,0270498;76,125
18/08/2025;C;C;0,1589654;0,0333985;0,0282233;0,0263946;76,125
18/08/2025;C;C;0,1573788;0,0318804;0,0273783;0,0257145;76,125
18/08/2025;C;C;0,1556326;0,0305156;0,0266816;0,0249817;76,125
18/08/2025;C;C;0,1537212;0,0289066;0,0260417;0,0241787;76,125
18/08/2025;V;C;0,1516131;0,0273094;0,0254995;0,0232961;76,125
18/08/2025;V;C;0,1494243;0,0258047;0,0248374;0,0223622;76,125
18/08/2025;V;C;0,1472462;0,0247321;0,0240869;0,0214941;76,125
18/08/2025;V;C;0,1451147;0,0238214;0,0231564;0,0206988;76,125
18/08/2025;V;V;0,1443321;0,0229992;0,0223886;0,0199942;76,125
18/08/2025;V;V;0,1420246;0,0222384;0,0217108;0,0194189;76,125
18/08/2025;V;V;0,139752;0,0216855;0,0212172;0,0189649;76,125
18/08/2025;V;V;0,1380595;0,0211873;0,0206264;0,0185635;76,125
18/08/2025;V;V;0,1353554;0,0207951;0,0201265;0,0181906;76,125
18/08/2025;V;V;0,1346295;0,0204892;0,0196732;0,0179012;76,125
18/08/2025;V;V;0,1341807;0,020343;0,0193989;0,0177669;76,125
18/08/2025;V;V;0,1339527;0,0201962;0,0191941;0,0177099;76,125
18/08/2025;V;V;0,1338472;0,0200926;0,0190422;0,0176889;76,125
18/08/2025;V;V;0,1338552;0,0200294;0,0190387;0,0176949;76,125
18/08/2025;V;V;0,1339681;0,0200079;0,0190722;0,0177671;76,125
18/08/2025;V;V;0,1341584;0,0199529;0,0190951;0,0178766;76,125
18/08/2025;V;V;0,1343981;0,0199307;0,019113;0,0179877;76,125
18/08/2025;V;V;0,1347027;0,0199543;0,0191633;0,0181041;76,125
18/08/2025;V;V;0,1350904;0,0200214;0,0192811;0,0182754;76,125
18/08/2025;V;V;0,1355653;0,0200652;0,0194231;0,0184596;76,125
18/08/2025;V;V;0,1361239;0,0201484;0,0196237;0,0186855;76,125
18/08/2025;V;V;0,1368084;0,0202815;0,0198705;0,01896;76,125
18/08/2025;V;V;0,137633;0,0204948;0,0201325;0,0193281;76,125
18/08/2025;V;V;0,1385894;0,0207301;0,0203337;0,0197495;76,125
18/08/2025;V;V;0,1412661;0,0209736;0,0205667;0,0201995;76,125
18/08/2025;V;V;0,1424957;0,0212418;0,0208378;0,0207497;76,125
18/08/2025;V;V;0,1439348;0,0215662;0,0212787;0,0214047;76,125
18/08/2025;V;V;0,1455835;0,0219341;0,0217672;0,0222143;76,125
18/08/2025;V;V;0,1473902;0,0223659;0,0223739;0,0230878;76,125
18/08/2025;V;V;0,1492501;0,0228051;0,0229856;0,0239921;76,125
18/08/2025;V;V;0,1510919;0,0232487;0,023608;0,0248565;76,125
18/08/2025;V;V;0,1529081;0,0236669;0,0241595;0,0256936;76,125
17/08/2025;V;V;0,1547516;0,0240297;0,024592;0,0264678;73,4
17/08/2025;V;V;0,1567633;0,0244915;0,0250799;0,0272787;73,4
17/08/2025;V;V;0,1591041;0,0250426;0,0257022;0,0281789;73,4
17/08/2025;V;V;0,1617504;0,0257992;0,0265406;0,0292836;73,4
17/08/2025;V;V;0,1645108;0,0265396;0,0273313;0,0303647;73,4
17/08/2025;V;V;0,1670812;0,0272591;0,0279916;0,0312744;73,4
17/08/2025;V;V;0,1693889;0,0278487;0,0284733;0,0320368;73,4
17/08/2025;V;V;0,1714807;0,0283948;0,0289636;0,0327674;73,4
17/08/2025;C;V;0,1734522;0,028836;0,0294475;0,0335521;73,4
17/08/2025;C;V;0,1752437;0,0292241;0,029751;0,0343148;73,4
17/08/2025;C;V;0,1767452;0,0295317;0,0299795;0,0349942;73,4
17/08/2025;C;V;0,177868;0,0297759;0,0300342;0,0355492;73,4
17/08/2025;C;V;0,1785551;0,02993;0,0301566;0,0357601;73,4
17/08/2025;C;V;0,178822;0,0299524;0,0301346;0,0357466;73,4
17/08/2025;C;V;0,1785122;0,0298678;0,0300401;0,0354415;73,4
17/08/2025;C;V;0,1770709;0,0296763;0,0298365;0,0349142;73,4
17/08/2025;C;V;0,1746209;0,029451;0,0296718;0,0341614;73,4
17/08/2025;C;V;0,1716093;0,0292712;0,0295401;0,0331895;73,4
17/08/2025;C;V;0,1682346;0,0291141;0,0293595;0,032208;73,4
17/08/2025;C;V;0,1646472;0,0288808;0,0290549;0,0311616;73,4
17/08/2025;C;V;0,1609686;0,0286055;0,0286804;0,0302512;73,4
17/08/2025;C;V;0,1574014;0,028289;0,0283623;0,029479;73,4
17/08/2025;C;V;0,1540367;0,0280632;0,028083;0,0288534;73,4
17/08/2025;C;V;0,1509224;0,027787;0,0278305;0,028279;73,4
17/08/2025;C;V;0,1480875;0,0275984;0,0277339;0,0277944;73,4
17/08/2025;C;V;0,1456339;0,0274683;0,0277045;0,027425;73,4
17/08/2025;C;V;0,1435739;0,0274834;0,0278006;0,0272396;73,4
17/08/2025;C;V;0,1418665;0,027564;0,0278225;0,0271051;73,4
17/08/2025;C;V;0,1404026;0,0276878;0,0278278;0,0270343;73,4
17/08/2025;C;V;0,1391928;0,0278403;0,0278794;0,0269962;73,4
17/08/2025;C;V;0,1382495;0,0280452;0,0279692;0,0270021;73,4
17/08/2025;C;V;0,1376035;0,0283442;0,0281448;0,0271408;73,4
17/08/2025;C;V;0,1372221;0,0286908;0,0282659;0,0272304;73,4
17/08/2025;C;V;0,1370487;0,0290421;0,0285032;0,0274077;73,4
17/08/2025;C;V;0,1371223;0,0293994;0,0288241;0,0275704;73,4
17/08/2025;C;V;0,1374157;0,0297464;0,0291873;0,0279419;73,4
17/08/2025;C;V;0,1378939;0,0300753;0,0294804;0,0282504;73,4
17/08/2025;C;V;0,1384363;0,0303251;0,0296649;0,0285701;73,4
17/08/2025;C;V;0,1390991;0,0305356;0,0298145;0,0289085;73,4
17/08/2025;C;V;0,1399341;0,0306928;0,0299534;0,0293201;73,4
17/08/2025;C;V;0,140992;0,0308266;0,0301437;0,029892;73,4
17/08/2025;C;V;0,1422646;0,0309225;0,0302644;0,0305259;73,4
17/08/2025;C;V;0,1436879;0,031076;0,0303743;0,0312974;73,4
17/08/2025;C;V;0,1451822;0,0311671;0,0304434;0,0320638;73,4
17/08/2025;C;V;0,1465733;0,0312833;0,0305965;0,032799;73,4
17/08/2025;C;V;0,1476744;0,0313047;0,030688;0,0333276;73,4
17/08/2025;C;V;0,1482834;0,0313154;0,0306927;0,033505;73,4
17/08/2025;C;V;0,1483104;0,0311309;0,0303949;0,0332597;73,4
17/08/2025;C;V;0,147861;0,0308889;0,0300649;0,0327265;73,4
17/08/2025;C;V;0,1472421;0,0306046;0,029709;0,0319789;73,4
17/08/2025;C;V;0,1466465;0,030323;0,0295548;0,0312244;73,4
17/08/2025;C;V;0,1462476;0,0299324;0,0293202;0,0305925;73,4
17/08/2025;C;V;0,1460294;0,0295197;0,0291202;0,0300788;73,4
17/08/2025;C;V;0,1459215;0,0291214;0,0288496;0,029646;73,4
17/08/2025;C;V;0,1457639;0,0287362;0,028498;0,029038;73,4
17/08/2025;C;V;0,1454333;0,0281721;0,02788;0,0283981;73,4
17/08/2025;C;V;0,1449646;0,0275006;0,0270847;0,027602;73,4
17/08/2025;C;V;0,1444361;0,0267381;0,0262636;0,0269081;73,4
17/08/2025;C;V;0,1439224;0,0260149;0,0255203;0,0261265;73,4
17/08/2025;C;V;0,1433312;0,025227;0,0246634;0,0252595;73,4
17/08/2025;C;V;0,1426408;0,0244957;0,0237416;0,0242804;73,4
17/08/2025;C;V;0,1419058;0,02387;0,0227982;0,0232893;73,4
17/08/2025;C;V;0,1412178;0,0233909;0,022149;0,0223347;73,4
17/08/2025;C;V;0,1405556;0,0229077;0,0216954;0,0213512;73,4
17/08/2025;V;V;0,1398554;0,0224319;0,0213704;0,0204261;73,4
17/08/2025;V;V;0,1391531;0,0219658;0,0210175;0,0196648;73,4
17/08/2025;V;V;0,1384433;0,0216238;0,0206484;0,0190911;73,4
17/08/2025;V;V;0,1376427;0,0212428;0,0202966;0,018585;73,4
17/08/2025;V;V;0,1366281;0,020956;0,0200076;0,0181863;73,4
17/08/2025;V;V;0,1353161;0,0206879;0,0197391;0,0178999;73,4
17/08/2025;V;V;0,1338258;0,0205148;0,0194859;0,0177234;73,4
17/08/2025;V;V;0,1327645;0,0202271;0,0192114;0,0175523;73,4
17/08/2025;V;V;0,1306235;0,0199556;0,0189483;0,017417;73,4
17/08/2025;V;V;0,1303647;0,0197384;0,0187708;0,0173698;73,4
17/08/2025;V;V;0,1302573;0,0196404;0,0186105;0,0173646;73,4
17/08/2025;V;V;0,1302382;0,019557;0,0185024;0,0173558;73,4
17/08/2025;V;V;0,1302913;0,019513;0,0183902;0,017372;73,4
17/08/2025;V;V;0,1304475;0,0195296;0,0183903;0,017446;73,4
17/08/2025;V;V;0,1307105;0,0195643;0,0184754;0,0175984;73,4
17/08/2025;V;V;0,1310342;0,0195477;0,0185215;0,0177492;73,4
17/08/2025;V;V;0,1313911;0,0195853;0,0185964;0,0179013;73,4
17/08/2025;V;V;0,131821;0,0196774;0,0186615;0,018079;73,4
17/08/2025;V;V;0,1323328;0,019834;0,0188326;0,0182862;73,4
17/08/2025;V;V;0,1329175;0,0199064;0,0190296;0,0184945;73,4
17/08/2025;V;V;0,13357;0,0199838;0,0192504;0,0187329;73,4
17/08/2025;V;V;0,1343571;0,0201171;0,0195432;0,0190441;73,4
17/08/2025;V;V;0,1353118;0,0203488;0,0198772;0,019448;73,4
17/08/2025;V;V;0,1364101;0,0206078;0,0201575;0,0198666;73,4
17/08/2025;V;V;0,1392343;0,020886;0,0204212;0,0203101;73,4
17/08/2025;V;V;0,1406449;0,0212161;0,0206957;0,0208554;73,4
17/08/2025;V;V;0,1423085;0,0215933;0,0211632;0,0215365;73,4
17/08/2025;V;V;0,1442131;0,0219722;0,0217016;0,0222684;73,4
17/08/2025;V;V;0,1463007;0,0223867;0,0223287;0,0230729;73,4
17/08/2025;V;V;0,1485871;0,0229317;0,0230761;0,0238793;73,4
17/08/2025;V;V;0,1510616;0,0236057;0,023908;0,0247819;73,4
17/08/2025;V;V;0,1536817;0,0243764;0,0247963;0,025659;73,4
16/08/2025;V;V;0,156358;0,0251796;0,0256488;0,0266101;73,4
16/08/2025;V;V;0,1591126;0,0260298;0,0264435;0,0274832;73,4
16/08/2025;V;V;0,1619959;0,0269448;0,0273139;0,0284621;73,4
16/08/2025;V;V;0,1649139;0,0278752;0,0281617;0,0293854;73,4
16/08/2025;V;V;0,1677165;0,0287517;0,0289493;0,0303518;73,4
16/08/2025;V;V;0,1703353;0,0295216;0,0296057;0,0310979;73,4
16/08/2025;V;V;0,1727462;0,0301986;0,0301355;0,031793;73,4
16/08/2025;V;V;0,1751319;0,0308367;0,0306954;0,0326148;73,4
16/08/2025;C;C;0,1760814;0,0314008;0,0312606;0,0335214;73,4
16/08/2025;C;C;0,1783494;0,0318992;0,031753;0,0344181;73,4
16/08/2025;C;C;0,1803447;0,0322987;0,0321954;0,0351513;73,4
16/08/2025;C;C;0,1819839;0,032598;0,0325457;0,035711;73,4
16/08/2025;C;C;0,1833293;0,032794;0,0329385;0,0362068;73,4
16/08/2025;C;C;0,1844079;0,0328772;0,0331399;0,0364996;73,4
16/08/2025;C;C;0,1848405;0,0328998;0,0331773;0,0366092;73,4
16/08/2025;C;C;0,1839852;0,0328647;0,0329597;0,0362874;73,4
16/08/2025;C;V;0,1834482;0,0328558;0,032738;0,0356597;73,4
16/08/2025;C;V;0,1808598;0,0328428;0,0325853;0,0348276;73,4
16/08/2025;C;V;0,1779078;0,0328404;0,032529;0,0339834;73,4
16/08/2025;C;V;0,1747368;0,0327176;0,0324598;0,0331783;73,4
16/08/2025;C;V;0,1713929;0,0325118;0,032299;0,0324119;73,4
16/08/2025;C;V;0,1679743;0,0321796;0,0320917;0,031691;73,4
16/08/2025;C;V;0,1646407;0,0319161;0,0319797;0,0310267;73,4
16/08/2025;C;V;0,1615547;0,0316411;0,031892;0,0304885;73,4
16/08/2025;C;V;0,1587841;0,0314494;0,0318598;0,0300967;73,4
16/08/2025;C;V;0,1563543;0,0312896;0,0317627;0,029821;73,4
16/08/2025;C;V;0,1542362;0,0312776;0,0316937;0,0296291;73,4
16/08/2025;C;V;0,1524188;0,0313452;0,0316282;0,0294281;73,4
16/08/2025;C;V;0,1508749;0,0315058;0,0315553;0,0292321;73,4
16/08/2025;C;V;0,1496764;0,031739;0,0315236;0,0292002;73,4
16/08/2025;C;V;0,1488636;0,0320513;0,0316079;0,0292785;73,4
16/08/2025;C;V;0,1483648;0,0323827;0,0318412;0,0294678;73,4
16/08/2025;C;V;0,1480777;0,0327085;0,0321235;0,0295932;73,4
16/08/2025;C;V;0,1479409;0,0330681;0,0324794;0,029761;73,4
16/08/2025;C;V;0,1479774;0,0334468;0,0328348;0,0299798;73,4
16/08/2025;C;V;0,1481147;0,0338624;0,0331413;0,0301747;73,4
16/08/2025;C;V;0,1482778;0,0341873;0,0333427;0,0303208;73,4
16/08/2025;C;V;0,1484601;0,0344112;0,0334422;0,0303902;73,4
16/08/2025;C;V;0,1487615;0,0345322;0,0334746;0,0305408;73,4
16/08/2025;C;V;0,149321;0,0346675;0,0334753;0,0308514;73,4
16/08/2025;C;C;0,1487635;0,034857;0,0334716;0,031236;73,4
16/08/2025;C;C;0,1498865;0,0351139;0,0335356;0,0317855;73,4
16/08/2025;C;C;0,1512088;0,0353912;0,0336643;0,0323356;73,4
16/08/2025;C;C;0,15255;0,0357028;0,0339359;0,0328951;73,4
16/08/2025;C;C;0,1537751;0,0359599;0,0342858;0,0333293;73,4
16/08/2025;C;C;0,1546501;0,0361712;0,0344893;0,0335902;73,4
16/08/2025;C;C;0,1550493;0,0362556;0,0344729;0,033603;73,4
16/08/2025;C;C;0,1548689;0,0361584;0,0340961;0,0332178;73,4
16/08/2025;C;C;0,1542133;0,0359364;0,0335395;0,0325757;73,4
16/08/2025;C;C;0,1534161;0,0355763;0,0328649;0,0317852;73,4
16/08/2025;C;C;0,1527403;0,0351464;0,0323294;0,0310354;73,4
16/08/2025;C;C;0,1524434;0,0346602;0,0319795;0,0304853;73,4
16/08/2025;C;C;0,1525752;0,0342513;0,0317365;0,0302156;73,4
16/08/2025;C;C;0,1529862;0,0338933;0,031573;0,0300604;73,4
16/08/2025;C;C;0,1533828;0,0334778;0,0312907;0,0298707;73,4
16/08/2025;C;C;0,1535355;0,0328111;0,0308974;0,0295491;73,4
16/08/2025;C;C;0,1533791;0,0320008;0,030314;0,0291566;73,4
16/08/2025;C;C;0,1529394;0,0310517;0,0295876;0,0286285;73,4
16/08/2025;C;C;0,1522128;0,0301501;0,0287904;0,0279968;73,4
16/08/2025;C;C;0,1511999;0,0290891;0,0278108;0,027086;73,4
16/08/2025;C;V;0,1513174;0,0280702;0,0268749;0,0259563;73,4
16/08/2025;C;V;0,1499358;0,027101;0,0259863;0,0248056;73,4
16/08/2025;C;V;0,1486367;0,026325;0,0252066;0,0237554;73,4
16/08/2025;C;V;0,1474203;0,0255804;0,0245069;0,0227232;73,4
16/08/2025;V;V;0,1462036;0,0248286;0,0239901;0,0217149;73,4
16/08/2025;V;V;0,1450152;0,0241299;0,0234762;0,0208496;73,4
16/08/2025;V;V;0,1438671;0,0235529;0,0229776;0,0202091;73,4
16/08/2025;V;V;0,1426635;0,0230078;0,0223235;0,0196064;73,4
16/08/2025;V;V;0,1412719;0,0224874;0,0217852;0,0191206;73,4
16/08/2025;V;V;0,1396452;0,0220092;0,0212552;0,0187265;73,4
16/08/2025;V;V;0,1378796;0,021643;0,0209156;0,0184524;73,4
16/08/2025;V;V;0,136553;0,0212321;0,0204507;0,0181961;73,4
16/08/2025;V;V;0,1341746;0,0208543;0,0200764;0,0179914;73,4
16/08/2025;V;V;0,1337292;0,0205213;0,0196805;0,0178464;73,4
16/08/2025;V;V;0,1334803;0,0203518;0,0194861;0,0177836;73,4
16/08/2025;V;V;0,1333953;0,0202191;0,0192977;0,0177582;73,4
16/08/2025;V;V;0,1334112;0,0201643;0,0191628;0,0177586;73,4
16/08/2025;V;V;0,1335367;0,02018;0,0191544;0,0177934;73,4
16/08/2025;V;V;0,1337565;0,0202176;0,019225;0,0178719;73,4
16/08/2025;V;V;0,1340365;0,0202026;0,019274;0,0179629;73,4
16/08/2025;V;V;0,1343678;0,0202281;0,0192998;0,0180546;73,4
16/08/2025;V;V;0,1348;0,0202971;0,019388;0,0182002;73,4
16/08/2025;V;V;0,135363;0,0204474;0,0195551;0,0183931;73,4
16/08/2025;V;V;0,1360437;0,0205638;0,019761;0,0186344;73,4
16/08/2025;V;V;0,1368259;0,0206822;0,0200159;0,0188882;73,4
16/08/2025;V;V;0,13774;0,0208259;0,0202738;0,0192572;73,4
16/08/2025;V;V;0,1388119;0,0210471;0,0205943;0,0196523;73,4
16/08/2025;V;V;0,140018;0,0213385;0,0208352;0,0200978;73,4
16/08/2025;V;V;0,1429702;0,0216498;0,0210926;0,0205209;73,4
16/08/2025;V;V;0,1444926;0,0219828;0,0214298;0,0210496;73,4
16/08/2025;V;V;0,146257;0,0223569;0,0219279;0,0217072;73,4
16/08/2025;V;V;0,1482283;0,0227654;0,0225543;0,0225022;73,4
16/08/2025;V;V;0,1503012;0,0232418;0,0231775;0,0233479;73,4
16/08/2025;V;V;0,1523089;0,023687;0,0238201;0,0242218;73,4
16/08/2025;V;V;0,1541709;0,0241075;0,0243851;0,0251022;73,4
16/08/2025;V;V;0,1559212;0,0244658;0,0249223;0,0260168;73,4
15/08/2025;V;C;0,1575917;0,0247366;0,0252836;0,0269664;73,4
15/08/2025;V;C;0,1594332;0,02513;0,0257521;0,0279357;73,4
15/08/2025;V;C;0,1617228;0,025656;0,0263752;0,0289561;73,4
15/08/2025;V;C;0,1643178;0,0264458;0,0272661;0,0300565;73,4
15/08/2025;V;C;0,1669772;0,027227;0,0280824;0,0311293;73,4
15/08/2025;V;C;0,1694769;0,0279602;0,0287559;0,0320094;73,4
15/08/2025;V;C;0,1717569;0,0285714;0,0291993;0,0327601;73,4
15/08/2025;V;C;0,1738066;0,0291201;0,029603;0,0334867;73,4
15/08/2025;C;C;0,1757126;0,0295707;0,0300139;0,0342611;73,4
15/08/2025;C;C;0,1774136;0,0299431;0,0302943;0,0349983;73,4
15/08/2025;C;C;0,1787875;0,0302473;0,0305198;0,0356304;73,4
15/08/2025;C;C;0,1797398;0,0304573;0,0305116;0,0360857;73,4
15/08/2025;C;C;0,1802355;0,0305465;0,03059;0,0361848;73,4
15/08/2025;C;C;0,1803494;0,0305078;0,0305388;0,0360251;73,4
15/08/2025;C;C;0,1798933;0,0304131;0,0304696;0,0356851;73,4
15/08/2025;C;C;0,1783268;0,0302566;0,0302873;0,0351256;73,4
15/08/2025;C;C;0,1758827;0,030092;0,0301381;0,0343897;73,4
15/08/2025;C;C;0,1729188;0,0299271;0,0299894;0,033443;73,4
15/08/2025;C;C;0,1695749;0,0297799;0,0297495;0,032524;73,4
15/08/2025;C;C;0,165998;0,0295291;0,0294363;0,0315056;73,4
15/08/2025;C;C;0,1622876;0,02924;0,0290731;0,0305628;73,4
15/08/2025;C;C;0,1586763;0,0289081;0,0288235;0,0297408;73,4
15/08/2025;C;C;0,1553012;0,0286518;0,0285534;0,0290939;73,4
15/08/2025;C;C;0,1522347;0,0283936;0,0283501;0,0285569;73,4
15/08/2025;C;C;0,1495004;0,0282124;0,0282858;0,0281518;73,4
15/08/2025;C;C;0,1471367;0,0281045;0,0283143;0,0278438;73,4
15/08/2025;C;C;0,1451196;0,0281015;0,0284053;0,0276857;73,4
15/08/2025;C;C;0,1434076;0,0281649;0,0283838;0,0275427;73,4
15/08/2025;C;C;0,1419394;0,0282684;0,0283808;0,0275034;73,4
15/08/2025;C;C;0,1407463;0,0284239;0,0284087;0,0274958;73,4
15/08/2025;C;C;0,1398085;0,0286479;0,0285268;0,0274961;73,4
15/08/2025;C;C;0,139149;0,0289572;0,0286722;0,0275973;73,4
15/08/2025;C;C;0,1387551;0,0293229;0,0288317;0,0276658;73,4
15/08/2025;C;C;0,1385992;0,0296966;0,0290962;0,0278694;73,4
15/08/2025;C;C;0,138687;0,0300671;0,0294098;0,0280551;73,4
15/08/2025;C;C;0,1389508;0,0304122;0,0297035;0,028426;73,4
15/08/2025;C;C;0,139357;0,0307137;0,0298767;0,0287167;73,4
15/08/2025;C;C;0,1398121;0,0309571;0,0300085;0,0290258;73,4
15/08/2025;C;C;0,1403856;0,0311566;0,0301221;0,0292887;73,4
15/08/2025;C;C;0,1411236;0,0313317;0,0303058;0,0296594;73,4
15/08/2025;C;C;0,1421004;0,0314507;0,03046;0,0301557;73,4
15/08/2025;C;C;0,1432861;0,0315441;0,0305823;0,0307482;73,4
15/08/2025;C;C;0,1446562;0,0316933;0,030737;0,0314533;73,4
15/08/2025;C;C;0,146116;0,0317988;0,0309059;0,0321946;73,4
15/08/2025;C;C;0,1474906;0,0319084;0,0310845;0,032903;73,4
15/08/2025;C;C;0,1485595;0,0319175;0,0311145;0,0334177;73,4
15/08/2025;C;C;0,1491451;0,0319037;0,0310271;0,033636;73,4
15/08/2025;C;C;0,1491597;0,0316862;0,0307961;0,0333965;73,4
15/08/2025;C;C;0,1486775;0,031409;0,0304357;0,0328212;73,4
15/08/2025;C;C;0,148024;0,0310871;0,0301377;0,0320249;73,4
15/08/2025;C;C;0,147458;0,0308096;0,0299337;0,0313155;73,4
15/08/2025;C;C;0,1471477;0,0304236;0,0297688;0,0307639;73,4
15/08/2025;C;C;0,1470092;0,0300058;0,0295846;0,0302957;73,4
15/08/2025;C;C;0,1469249;0,0295813;0,0292821;0,0298644;73,4
15/08/2025;C;C;0,1467731;0,0291761;0,0288454;0,0292832;73,4
15/08/2025;C;C;0,1464746;0,0286228;0,0282017;0,0286577;73,4
15/08/2025;C;C;0,146064;0,0279557;0,0274465;0,0279311;73,4
15/08/2025;C;C;0,1455935;0,0271834;0,026682;0,0272638;73,4
15/08/2025;C;C;0,1450941;0,0264518;0,0259674;0,0264889;73,4
15/08/2025;C;C;0,1444949;0,0256523;0,0251027;0,0256759;73,4
