Data;BD;BS;PT;BTN A;BTN B;BTN C;Preço
07/10/2025;V;C;0,1540733;0,022058;0,0237646;0,0240149;74,5
07/10/2025;V;C;0,1579244;0,0227653;0,0246916;0,0252398;74,5
07/10/2025;V;C;0,1613565;0,0235507;0,0257265;0,0264696;74,5
07/10/2025;V;C;0,16481;0,0243487;0,0266595;0,0276973;74,5
07/10/2025;V;C;0,1681871;0,0251032;0,027539;0,0288612;74,5
07/10/2025;V;C;0,1714475;0,0257973;0,0282879;0,0299526;74,5
07/10/2025;V;C;0,1746019;0,0265036;0,0290588;0,031007;74,5
07/10/2025;C;C;0,177674;0,0271863;0,0297113;0,0320139;74,5
07/10/2025;C;C;0,1806523;0,027803;0,0302761;0,0330137;74,5
07/10/2025;C;C;0,1835664;0,028367;0,0307481;0,0339827;74,5
07/10/2025;C;C;0,1864062;0,0289367;0,0312624;0,0348872;74,5
07/10/2025;C;C;0,1891898;0,029503;0,0318719;0,035821;74,5
07/10/2025;C;C;0,1918698;0,0300646;0,0325485;0,036833;74,5
07/10/2025;C;C;0,1942257;0,0306387;0,0331753;0,0379361;74,5
07/10/2025;C;C;0,1958231;0,0312503;0,033656;0,0387032;74,5
07/10/2025;C;C;0,1961476;0,0317647;0,0338306;0,0387448;74,5
07/10/2025;C;C;0,195038;0,0322024;0,0336625;0,0378485;74,5
07/10/2025;C;C;0,1928674;0,032486;0,0332135;0,0362555;74,5
07/10/2025;C;C;0,190227;0,0327393;0,032679;0,0343597;74,5
07/10/2025;C;C;0,1872663;0,0328446;0,0321531;0,0324899;74,5
07/10/2025;C;C;0,1840191;0,0329452;0,031684;0,0308417;74,5
07/10/2025;C;C;0,1809644;0,0332096;0,0313154;0,0294305;74,5
07/10/2025;C;C;0,1782776;0,0338422;0,0310672;0,0282945;74,5
07/10/2025;C;C;0,1759152;0,0345677;0,0308926;0,027341;74,5
07/10/2025;C;C;0,17376;0,0353151;0,0307309;0,0266829;74,5
07/10/2025;C;C;0,1717708;0,03586;0,0305687;0,0261564;74,5
07/10/2025;C;C;0,1698796;0,0364893;0,0304129;0,0257796;74,5
07/10/2025;C;C;0,1681271;0,037013;0,0303223;0,0254238;74,5
07/10/2025;C;C;0,1664815;0,0374571;0,0302639;0,0251991;74,5
07/10/2025;C;C;0,1649942;0,0377122;0,0302477;0,0250508;74,5
07/10/2025;C;C;0,1636829;0,037977;0,0302712;0,024976;74,5
07/10/2025;C;C;0,1626054;0,0382732;0,0303493;0,0249509;74,5
07/10/2025;C;C;0,161769;0,0386248;0,0305445;0,0249979;74,5
07/10/2025;C;C;0,1611524;0,0389526;0,030796;0,0251036;74,5
07/10/2025;C;C;0,1606902;0,0392517;0,0310691;0,0252786;74,5
07/10/2025;C;C;0,1603381;0,039475;0,031357;0,0255116;74,5
07/10/2025;C;C;0,1600298;0,0395534;0,0315986;0,025767;74,5
07/10/2025;C;C;0,1597178;0,0394545;0,0317988;0,0259959;74,5
07/10/2025;C;C;0,1594218;0,0389995;0,0318593;0,0262372;74,5
07/10/2025;C;C;0,159256;0,0384557;0,0319134;0,0265011;74,5
07/10/2025;C;C;0,1594036;0,0377393;0,0319136;0,0268584;74,5
07/10/2025;C;C;0,1599884;0,0373726;0,0321281;0,0272862;74,5
07/10/2025;C;C;0,16104;0,0372328;0,0324559;0,0277894;74,5
07/10/2025;C;C;0,1623975;0,0375719;0,032873;0,0282295;74,5
07/10/2025;C;C;0,1638412;0,0384728;0,0332513;0,0285907;74,5
07/10/2025;C;C;0,1650673;0,0394922;0,0335201;0,0286216;74,5
07/10/2025;C;C;0,1669749;0,0405542;0,0335438;0,0283751;74,5
07/10/2025;C;C;0,1670835;0,0409847;0,0332427;0,0278323;74,5
07/10/2025;C;C;0,1667809;0,0410731;0,0328098;0,0273374;74,5
07/10/2025;C;C;0,1664256;0,0407338;0,0323375;0,0268513;74,5
07/10/2025;C;C;0,1661768;0,0402899;0,031982;0,0264705;74,5
07/10/2025;C;C;0,1661778;0,0398331;0,0316606;0,0261423;74,5
07/10/2025;C;C;0,1664098;0,039406;0,0315109;0,0259741;74,5
07/10/2025;C;C;0,1668137;0,0389157;0,0313765;0,0258847;74,5
07/10/2025;C;C;0,1672136;0,0384495;0,031104;0,025801;74,5
07/10/2025;C;C;0,1675124;0,0379124;0,030681;0,0257241;74,5
07/10/2025;C;C;0,1676417;0,0373619;0,030196;0,025625;74,5
07/10/2025;C;C;0,1675327;0,0365885;0,0298063;0,0255321;74,5
07/10/2025;C;C;0,1658394;0,0354691;0,029266;0,025344;74,5
07/10/2025;C;C;0,1649278;0,0341499;0,0286037;0,0251484;74,5
07/10/2025;C;C;0,1636174;0,0325619;0,0278416;0,0249648;74,5
07/10/2025;C;C;0,1618671;0,0310151;0,0273077;0,0247328;74,5
07/10/2025;C;C;0,1595692;0,0290157;0,0268062;0,0243545;74,5
07/10/2025;V;C;0,1565659;0,026984;0,0263239;0,0237697;74,5
07/10/2025;V;C;0,1529273;0,0250335;0,0254745;0,0229461;74,5
07/10/2025;V;C;0,1487661;0,0236309;0,0243414;0,0218303;74,5
07/10/2025;V;C;0,1445283;0,0224508;0,0228301;0,0204726;74,5
07/10/2025;V;V;0,1424028;0,0213772;0,0214484;0,0191461;74,5
07/10/2025;V;V;0,1396729;0,0204188;0,0203142;0,0180095;74,5
07/10/2025;V;V;0,1376447;0,0197839;0,0195698;0,0171692;74,5
07/10/2025;V;V;0,136177;0,0192418;0,0189162;0,0165294;74,5
07/10/2025;V;V;0,1333478;0,0188495;0,0183619;0,0160548;74,5
07/10/2025;V;V;0,1325406;0,0184827;0,017854;0,0156969;74,5
07/10/2025;V;V;0,1319646;0,0182726;0,0175108;0,0154609;74,5
07/10/2025;V;V;0,1315796;0,0180492;0,0172552;0,015295;74,5
07/10/2025;V;V;0,1313103;0,0178721;0,0170643;0,0151723;74,5
07/10/2025;V;V;0,1311539;0,0177786;0,0169569;0,0150745;74,5
07/10/2025;V;V;0,1311046;0,0177687;0,0168833;0,0150521;74,5
07/10/2025;V;V;0,1311434;0,0177228;0,0168851;0,0150678;74,5
07/10/2025;V;V;0,1312324;0,0176667;0,0169263;0,0151155;74,5
07/10/2025;V;V;0,1313692;0,0176166;0,0169986;0,015184;74,5
07/10/2025;V;V;0,131549;0,0176129;0,0170854;0,0152906;74,5
07/10/2025;V;V;0,1317681;0,0176038;0,0171656;0,0153994;74,5
07/10/2025;V;V;0,1320247;0,017622;0,0172632;0,0155077;74,5
07/10/2025;V;V;0,1323559;0,0176919;0,0174108;0,0156751;74,5
07/10/2025;V;V;0,1327906;0,0178171;0,0176105;0,0159078;74,5
07/10/2025;V;V;0,1333282;0,0179432;0,0178119;0,0162175;74,5
07/10/2025;V;V;0,1356926;0,0180955;0,0180492;0,0165422;74,5
07/10/2025;V;V;0,1364668;0,018307;0,0183389;0,0169473;74,5
07/10/2025;V;V;0,1374437;0,0185575;0,0187421;0,0174332;74,5
07/10/2025;V;V;0,1386478;0,0188111;0,0191943;0,0180363;74,5
07/10/2025;V;V;0,140138;0,0190859;0,0196925;0,0187495;74,5
07/10/2025;V;V;0,1420034;0,0194045;0,0202069;0,0195528;74,5
07/10/2025;V;V;0,1444046;0,019797;0,0208192;0,0204485;74,5
07/10/2025;V;V;0,1476152;0,0204605;0,0217142;0,0215409;74,5
06/10/2025;V;C;0,1500553;0,0212399;0,0226887;0,0227681;74,5
06/10/2025;V;C;0,1541198;0,0220772;0,0237038;0,0240482;74,5
06/10/2025;V;C;0,1579683;0,02279;0,0246305;0,0252767;74,5
06/10/2025;V;C;0,1613963;0,0235775;0,0256653;0,0264982;74,5
06/10/2025;V;C;0,1648393;0,0243743;0,0265933;0,0277188;74,5
06/10/2025;V;C;0,1682081;0,0251256;0,0274628;0,0288858;74,5
06/10/2025;V;C;0,1714628;0,0258189;0,0281972;0,0299806;74,5
06/10/2025;V;C;0,1746078;0,0265284;0,0289709;0,031025;74,5
06/10/2025;C;C;0,1776676;0,0272127;0,0296378;0,0320191;74,5
06/10/2025;C;C;0,1806357;0,027828;0,0302104;0,0330135;74,5
06/10/2025;C;C;0,1835422;0,0283877;0,0306679;0,0339892;74,5
06/10/2025;C;C;0,1863721;0,0289582;0,0311583;0,0348927;74,5
06/10/2025;C;C;0,1891409;0,0295251;0,0317498;0,0358222;74,5
06/10/2025;C;C;0,1918062;0,0300905;0,0324376;0,036834;74,5
06/10/2025;C;C;0,1941435;0,0306592;0,0330692;0,0379402;74,5
06/10/2025;C;C;0,1957027;0,0312643;0,0335493;0,0386901;74,5
06/10/2025;C;C;0,1959684;0,0317606;0,0337042;0,0386846;74,5
06/10/2025;C;C;0,1948096;0,0321827;0,0335175;0,0377545;74,5
06/10/2025;C;C;0,1926374;0,032455;0,0330695;0,0361338;74,5
06/10/2025;C;C;0,1900116;0,0327091;0,0325358;0,0342478;74,5
06/10/2025;C;C;0,1870417;0,0328263;0,0320257;0,0323855;74,5
06/10/2025;C;C;0,1838201;0,032941;0,0315659;0,0307551;74,5
06/10/2025;C;C;0,180826;0,0332155;0,0312299;0,0293642;74,5
06/10/2025;C;C;0,1782039;0,0338498;0,0310092;0,0282617;74,5
06/10/2025;C;C;0,1758994;0,0345777;0,0308595;0,0273362;74,5
06/10/2025;C;C;0,173785;0,0353276;0,0307031;0,02669;74,5
06/10/2025;C;C;0,1718238;0,0358779;0,0305508;0,0261688;74,5
06/10/2025;C;C;0,1699621;0,0365221;0,030403;0,0258093;74,5
06/10/2025;C;C;0,168239;0,0370574;0,0303246;0,0254715;74,5
06/10/2025;C;C;0,1666069;0,0375102;0,0302668;0,025242;74,5
06/10/2025;C;C;0,1651176;0,0377582;0,0302478;0,0250946;74,5
06/10/2025;C;C;0,1638058;0,0380217;0,0302636;0,0250285;74,5
06/10/2025;C;C;0,1627276;0,0383136;0,0303483;0,0250148;74,5
06/10/2025;C;C;0,1618789;0,0386645;0,0305364;0,0250542;74,5
06/10/2025;C;C;0,1612347;0,0389922;0,0307705;0,0251371;74,5
06/10/2025;C;C;0,1607461;0,0392961;0,031027;0,0252961;74,5
06/10/2025;C;C;0,1603825;0,0395209;0,0313056;0,0255233;74,5
06/10/2025;C;C;0,1600755;0,039602;0,031568;0,0257813;74,5
06/10/2025;C;C;0,159769;0,0395057;0,0317721;0,0260131;74,5
06/10/2025;C;C;0,1594711;0,0390494;0,0318435;0,0262502;74,5
06/10/2025;C;C;0,1592977;0,0385014;0,0319023;0,0265183;74,5
06/10/2025;C;C;0,159432;0,0377834;0,0319038;0,0268548;74,5
06/10/2025;C;C;0,1599995;0,0374184;0,0321154;0,02728;74,5
06/10/2025;C;C;0,1610427;0,0372763;0,0324396;0,027771;74,5
06/10/2025;C;C;0,1623945;0,0376046;0,0328433;0,0282233;74,5
06/10/2025;C;C;0,1638401;0,0384983;0,0332122;0,0285798;74,5
06/10/2025;C;C;0,1650707;0,0395084;0,0334722;0,0286211;74,5
06/10/2025;C;C;0,1669942;0,0405662;0,0335107;0,0283872;74,5
06/10/2025;C;C;0,1671198;0,0409927;0,0332137;0,0278685;74,5
06/10/2025;C;C;0,1668213;0,0410787;0,0327833;0,0273724;74,5
06/10/2025;C;C;0,1664497;0,040737;0,0323013;0,0268823;74,5
06/10/2025;C;C;0,1661778;0,0402851;0,0319401;0,0264826;74,5
06/10/2025;C;C;0,1661568;0,039824;0,0316228;0,0261474;74,5
06/10/2025;C;C;0,1663776;0,0393898;0,0314843;0,0259719;74,5
06/10/2025;C;C;0,1667723;0,0388948;0,0313605;0,0258755;74,5
06/10/2025;C;C;0,1671668;0,0384218;0,0310832;0,0257921;74,5
06/10/2025;C;C;0,1674641;0,0378808;0,0306574;0,0257134;74,5
06/10/2025;C;C;0,1675966;0,0373358;0,0301775;0,0256253;74,5
06/10/2025;C;C;0,1674906;0,0365656;0,0297816;0,0255319;74,5
06/10/2025;C;C;0,1657882;0,0354441;0,0292228;0,025348;74,5
06/10/2025;C;C;0,1648627;0,0341215;0,0285311;0,0251434;74,5
06/10/2025;C;C;0,1635384;0,0325347;0,0277516;0,0249521;74,5
06/10/2025;C;C;0,1617875;0,0309951;0,0272008;0,024711;74,5
06/10/2025;C;C;0,1595053;0,0290018;0,0266955;0,0243345;74,5
06/10/2025;V;C;0,1565373;0,0269764;0,0262058;0,02376;74,5
06/10/2025;V;C;0,1529503;0,025031;0,0253724;0,0229532;74,5
06/10/2025;V;C;0,1488441;0,0236336;0,0242726;0,0218569;74,5
06/10/2025;V;C;0,1446235;0,0224544;0,0227892;0,0205102;74,5
06/10/2025;V;V;0,1424739;0,0213854;0,0214241;0,0191918;74,5
06/10/2025;V;V;0,1397352;0,0204288;0,0202835;0,0180556;74,5
06/10/2025;V;V;0,1377001;0,0197992;0,0195451;0,0172101;74,5
06/10/2025;V;V;0,1362269;0,0192639;0,0188833;0,0165572;74,5
06/10/2025;V;V;0,1333945;0,0188775;0,0183299;0,0160796;74,5
06/10/2025;V;V;0,1325934;0,0185123;0,0178235;0,0157268;74,5
06/10/2025;V;V;0,1320268;0,0183021;0,0174969;0,015498;74,5
06/10/2025;V;V;0,1316507;0,0180799;0,0172531;0,0153378;74,5
06/10/2025;V;V;0,1313866;0,0179073;0,0170623;0,0152165;74,5
06/10/2025;V;V;0,1312324;0,0178145;0,0169483;0,0151206;74,5
06/10/2025;V;V;0,1311852;0,0178062;0,0168704;0,0150973;74,5
06/10/2025;V;V;0,1312273;0,0177583;0,0168691;0,0151167;74,5
06/10/2025;V;V;0,1313226;0,0177031;0,0169147;0,0151711;74,5
06/10/2025;V;V;0,1314656;0,017653;0,0169935;0,0152394;74,5
06/10/2025;V;V;0,1316488;0,017653;0,0170873;0,0153423;74,5
06/10/2025;V;V;0,1318714;0,0176457;0,0171689;0,0154499;74,5
06/10/2025;V;V;0,1321317;0,0176615;0,0172654;0,015558;74,5
06/10/2025;V;V;0,1324664;0,0177325;0,0174118;0,0157318;74,5
06/10/2025;V;V;0,132902;0,017858;0,0176056;0,0159608;74,5
06/10/2025;V;V;0,1334319;0,0179863;0,0177942;0,0162682;74,5
06/10/2025;V;V;0,1357797;0,0181373;0,0180256;0,0165872;74,5
06/10/2025;V;V;0,1365197;0,0183495;0,0183164;0,0169854;74,5
06/10/2025;V;V;0,1374302;0,0186016;0,0187256;0,0174734;74,5
06/10/2025;V;V;0,1385085;0,0188525;0,0191654;0,0180787;74,5
06/10/2025;V;V;0,1397604;0,0191218;0,0196541;0,0188018;74,5
06/10/2025;V;V;0,1411688;0,0194131;0,0201967;0,0196344;74,5
06/10/2025;V;V;0,1427184;0,0197288;0,0207861;0,020539;74,5
06/10/2025;V;V;0,1444158;0,0200355;0,0214159;0,0214859;74,5
05/10/2025;V;V;0,1462798;0,020335;0,0220349;0,0224552;74,5
05/10/2025;V;V;0,1483762;0,0206874;0,022676;0,0234608;74,5
05/10/2025;V;V;0,1507568;0,0211344;0,0233959;0,0245203;74,5
05/10/2025;V;V;0,1534157;0,0217789;0,0242397;0,0256681;74,5
05/10/2025;V;V;0,1562485;0,0224497;0,025174;0,0268579;74,5
05/10/2025;V;V;0,1590836;0,0230946;0,0259963;0,0279834;74,5
05/10/2025;V;V;0,1618083;0,023632;0,0267399;0,0290149;74,5
05/10/2025;V;V;0,1643945;0,0242043;0,0272896;0,0299477;74,5
05/10/2025;C;V;0,1669143;0,0247631;0,0278054;0,0309226;74,5
05/10/2025;C;V;0,1694207;0,0252981;0,0282506;0,0319597;74,5
05/10/2025;C;V;0,1718414;0,0257039;0,0287391;0,0329522;74,5
05/10/2025;C;V;0,1740567;0,0260528;0,0293294;0,0338134;74,5
05/10/2025;C;V;0,1760303;0,0263442;0,0298495;0,0346543;74,5
05/10/2025;C;V;0,1777216;0,0266634;0,0303026;0,0355474;74,5
05/10/2025;C;V;0,1789463;0,0269437;0,0305526;0,03637;74,5
05/10/2025;C;V;0,1793529;0,0271866;0,0306077;0,0367079;74,5
05/10/2025;C;V;0,1787315;0,0272781;0,0304123;0,0366265;74,5
05/10/2025;C;V;0,1771628;0,0272433;0,0300958;0,0358615;74,5
05/10/2025;C;V;0,1748868;0,0269847;0,0296831;0,0346217;74,5
05/10/2025;C;V;0,1721711;0,0265653;0,029262;0,0329181;74,5
05/10/2025;C;V;0,1688888;0,0260274;0,0287245;0,0312659;74,5
05/10/2025;C;V;0,1653285;0,0255722;0,0283418;0,029774;74,5
05/10/2025;C;V;0,1619809;0,0252676;0,0280156;0,0285912;74,5
05/10/2025;C;V;0,1589521;0,0250563;0,0277297;0,0276812;74,5
05/10/2025;C;V;0,1561787;0,0248921;0,0273655;0,0270758;74,5
05/10/2025;C;V;0,1536206;0,0247219;0,0271512;0,0265908;74,5
05/10/2025;C;V;0,1512502;0,0246594;0,0270397;0,0262108;74,5
05/10/2025;C;V;0,149101;0,0246408;0,0270423;0,025899;74,5
05/10/2025;C;V;0,1471935;0,0247201;0,0269865;0,025698;74,5
05/10/2025;C;V;0,1455654;0,0247983;0,0269823;0,0255474;74,5
05/10/2025;C;V;0,1442486;0,0249823;0,0270246;0,0255161;74,5
05/10/2025;C;V;0,1433129;0,0251812;0,0271808;0,0256756;74,5
05/10/2025;C;V;0,142725;0,0254577;0,0273565;0,0259115;74,5
05/10/2025;C;V;0,1424205;0,0257486;0,0277519;0,0262278;74,5
05/10/2025;C;V;0,1423531;0,0261199;0,0282055;0,0265072;74,5
05/10/2025;C;V;0,1424595;0,0264931;0,0285991;0,0268398;74,5
05/10/2025;C;V;0,1427483;0,0268225;0,0289077;0,0271908;74,5
05/10/2025;C;V;0,1432372;0,0270953;0,0292161;0,0276249;74,5
05/10/2025;C;V;0,1439795;0,0273226;0,0295928;0,0281897;74,5
05/10/2025;C;V;0,1449638;0,0275094;0,0298821;0,028752;74,5
05/10/2025;C;V;0,1461791;0,0276727;0,0301594;0,0294381;74,5
05/10/2025;C;V;0,1477103;0,0278236;0,0304751;0,0302147;74,5
05/10/2025;C;V;0,1495549;0,0280137;0,0308516;0,0313183;74,5
05/10/2025;C;V;0,1515699;0,0282158;0,0312185;0,0324581;74,5
05/10/2025;C;V;0,1533995;0,0283737;0,0316165;0,033609;74,5
05/10/2025;C;V;0,1547058;0,0285045;0,0318446;0,0343085;74,5
05/10/2025;C;V;0,1552009;0,0285468;0,0317919;0,0345244;74,5
05/10/2025;C;V;0,1548987;0,028503;0,0313706;0,0340814;74,5
05/10/2025;C;V;0,1540491;0,02839;0,0308605;0,0334013;74,5
05/10/2025;C;V;0,1531122;0,0282668;0,0305052;0,0326195;74,5
05/10/2025;C;V;0,1522479;0,0280514;0,0302992;0,0318272;74,5
05/10/2025;C;V;0,1515075;0,027721;0,0302018;0,0309883;74,5
05/10/2025;C;V;0,150891;0,0272977;0,0300728;0,0301685;74,5
05/10/2025;C;V;0,1504252;0,0269715;0,0297749;0,02949;74,5
05/10/2025;C;V;0,1500528;0,0265925;0,0293047;0,0288294;74,5
05/10/2025;C;V;0,149612;0,0261142;0,0285901;0,0281292;74,5
05/10/2025;C;V;0,1490532;0,0255412;0,0277584;0,0273959;74,5
05/10/2025;C;V;0,1483659;0,0249115;0,0268719;0,0266862;74,5
05/10/2025;C;V;0,1474677;0,0242425;0,0258799;0,0257118;74,5
05/10/2025;C;V;0,1462632;0,023481;0,0249304;0,0244821;74,5
05/10/2025;C;V;0,1448706;0,022745;0,0238848;0,0230396;74,5
05/10/2025;C;V;0,1434812;0,0221234;0,0229668;0,0217589;74,5
05/10/2025;C;V;0,1422186;0,0216476;0,0221814;0,0206515;74,5
05/10/2025;C;V;0,1409355;0,0212134;0,0215026;0,0195941;74,5
05/10/2025;V;V;0,1394966;0,0207968;0,0209325;0,0187038;74,5
05/10/2025;V;V;0,1378487;0,0203946;0,0205123;0,0178996;74,5
05/10/2025;V;V;0,1359408;0,0200287;0,0201732;0,0172969;74,5
05/10/2025;V;V;0,1339929;0,0195955;0,019805;0,0167243;74,5
05/10/2025;V;V;0,1325271;0,0191644;0,0194042;0,0162971;74,5
05/10/2025;V;V;0,1317497;0,0187989;0,0190018;0,0160048;74,5
05/10/2025;V;V;0,1312514;0,018568;0,0187249;0,0158334;74,5
05/10/2025;V;V;0,1308815;0,01834;0,0184251;0,0156727;74,5
05/10/2025;V;V;0,1288422;0,0181317;0,0181974;0,0155229;74,5
05/10/2025;V;V;0,1285921;0,0179661;0,0179098;0,01542;74,5
05/10/2025;V;V;0,1284183;0,017829;0,0176697;0,0153595;74,5
05/10/2025;V;V;0,1283228;0,017712;0,017503;0,0153405;74,5
05/10/2025;V;V;0,1282907;0,0176336;0,0173565;0,0152923;74,5
05/10/2025;V;V;0,1283279;0,0176229;0,0173249;0,0153041;74,5
05/10/2025;V;V;0,1284509;0,0175951;0,0172933;0,0153521;74,5
05/10/2025;V;V;0,1286357;0,0175365;0,0173634;0,015481;74,5
05/10/2025;V;V;0,1288772;0,0175345;0,017389;0,0156269;74,5
05/10/2025;V;V;0,1291519;0,0176097;0,0174105;0,0157618;74,5
05/10/2025;V;V;0,1294582;0,0177165;0,0175164;0,0158754;74,5
05/10/2025;V;V;0,1298066;0,0177521;0,0177467;0,0159905;74,5
05/10/2025;V;V;0,13022;0,0178151;0,0179672;0,0161281;74,5
05/10/2025;V;V;0,1307369;0,0179369;0,0181758;0,0163628;74,5
05/10/2025;V;V;0,1313806;0,0181182;0,01839;0,0166384;74,5
05/10/2025;V;V;0,1321496;0,0182991;0,0186088;0,0169833;74,5
05/10/2025;V;V;0,1347912;0,0184815;0,0189048;0,0174028;74,5
05/10/2025;V;V;0,1358864;0,0187391;0,0192609;0,0179037;74,5
05/10/2025;V;V;0,1371735;0,0190304;0,0197638;0,0184415;74,5
05/10/2025;V;V;0,138625;0,0193556;0,020274;0,0189894;74,5
05/10/2025;V;V;0,1402799;0,019712;0,020822;0,0197288;74,5
05/10/2025;V;V;0,1421762;0,0201387;0,021488;0,0205898;74,5
05/10/2025;V;V;0,1442564;0,0206189;0,022224;0,0215367;74,5
05/10/2025;V;V;0,1464694;0,0211409;0,0230012;0,0224373;74,5
04/10/2025;V;V;0,1487525;0,0216904;0,023768;0,0233395;74,5
04/10/2025;V;V;0,1511622;0,0222924;0,024485;0,0242422;74,5
04/10/2025;V;V;0,153752;0,0229757;0,0253192;0,0252098;74,5
04/10/2025;V;V;0,1564646;0,0237706;0,0261484;0,0262402;74,5
04/10/2025;V;V;0,1591515;0,024555;0,026888;0,0272157;74,5
04/10/2025;V;V;0,161688;0,0252862;0,0275287;0,0280304;74,5
04/10/2025;V;V;0,1640989;0,0258881;0,0280926;0,0287882;74,5
04/10/2025;V;V;0,166511;0,0265081;0,0287157;0,0295703;74,5
04/10/2025;C;C;0,1674559;0,0271098;0,0293112;0,0304363;74,5
04/10/2025;C;C;0,1700305;0,0276925;0,0298901;0,0312988;74,5
04/10/2025;C;C;0,1726583;0,0281921;0,0304702;0,0321824;74,5
04/10/2025;C;C;0,175336;0,0286665;0,031146;0,0331293;74,5
04/10/2025;C;C;0,1780419;0,0291274;0,0318905;0,0342218;74,5
04/10/2025;C;C;0,1806166;0,0295626;0,032607;0,0353905;74,5
04/10/2025;C;C;0,1827468;0,0299539;0,0330552;0,0366026;74,5
04/10/2025;C;C;0,1840316;0,0302472;0,0333127;0,0372721;74,5
04/10/2025;C;V;0,1857557;0,0304847;0,0334859;0,0374335;74,5
04/10/2025;C;V;0,1848464;0,0305489;0,0333921;0,0368363;74,5
04/10/2025;C;V;0,1831116;0,0304917;0,0330823;0,0357756;74,5
04/10/2025;C;V;0,1808369;0,0301837;0,032578;0,0343705;74,5
04/10/2025;C;V;0,1778266;0,0297136;0,0321124;0,0329012;74,5
04/10/2025;C;V;0,1744389;0,0291602;0,0316493;0,0316511;74,5
04/10/2025;C;V;0,1711786;0,0287111;0,0312459;0,0306526;74,5
04/10/2025;C;V;0,1681307;0,0284015;0,0308973;0,02977;74,5
04/10/2025;C;V;0,1652716;0,0282312;0,0306399;0,0290904;74,5
04/10/2025;C;V;0,1626408;0,0281377;0,0303725;0,0284961;74,5
04/10/2025;C;V;0,1602533;0,0281558;0,0301942;0,0280822;74,5
04/10/2025;C;V;0,1581894;0,028223;0,0300963;0,0277941;74,5
04/10/2025;C;V;0,1564384;0,0283588;0,0300952;0,027596;74,5
04/10/2025;C;V;0,1550288;0,0284961;0,0301283;0,0276156;74,5
04/10/2025;C;V;0,1539521;0,0286654;0,0302136;0,0277215;74,5
04/10/2025;C;V;0,153159;0,0288679;0,0303651;0,0280027;74,5
04/10/2025;C;V;0,1526015;0,0291509;0,0306709;0,0282162;74,5
04/10/2025;C;V;0,1521808;0,0294894;0,031106;0,0284085;74,5
04/10/2025;C;V;0,1518825;0,0298707;0,0313876;0,0285613;74,5
04/10/2025;C;V;0,1516864;0,0302042;0,0316465;0,028725;74,5
04/10/2025;C;V;0,1516424;0,0305078;0,0318886;0,028931;74,5
04/10/2025;C;V;0,151773;0,0307686;0,0322663;0,0291304;74,5
04/10/2025;C;V;0,1520911;0,0309743;0,0324544;0,0293985;74,5
04/10/2025;C;V;0,1526421;0,0310532;0,0324744;0,0298109;74,5
04/10/2025;C;C;0,1519625;0,0311218;0,0325107;0,0302617;74,5
04/10/2025;C;C;0,1532082;0,0313107;0,0327552;0,0309188;74,5
04/10/2025;C;C;0,1548566;0,0316598;0,0332243;0,0316889;74,5
04/10/2025;C;C;0,156652;0,0321174;0,0337291;0,0326119;74,5
04/10/2025;C;C;0,1582509;0,0325255;0,0341301;0,0333372;74,5
04/10/2025;C;C;0,1592616;0,0329853;0,034282;0,0336942;74,5
04/10/2025;C;C;0,1595643;0,0332649;0,0340932;0,0335821;74,5
04/10/2025;C;C;0,1591941;0,0334866;0,0337629;0,0330102;74,5
04/10/2025;C;C;0,1584318;0,0334855;0,0334122;0,0321233;74,5
04/10/2025;C;C;0,1576552;0,0333915;0,0331504;0,0313864;74,5
04/10/2025;C;C;0,1571304;0,0331273;0,032795;0,0306975;74,5
04/10/2025;C;C;0,1568744;0,0327793;0,0324062;0,0302649;74,5
04/10/2025;C;C;0,1569206;0,0323818;0,0321648;0,0298002;74,5
04/10/2025;C;C;0,1571561;0,0320106;0,0319926;0,0295943;74,5
04/10/2025;C;C;0,1574808;0,0316091;0,0318052;0,0293272;74,5
04/10/2025;C;C;0,1575992;0,0310644;0,031339;0,0289788;74,5
04/10/2025;C;C;0,1574339;0,0303758;0,0307712;0,0285375;74,5
04/10/2025;C;C;0,1569715;0,0295481;0,0300253;0,0280678;74,5
04/10/2025;C;C;0,1561509;0,0286876;0,0294253;0,02736;74,5
04/10/2025;C;C;0,154864;0,0276701;0,0285145;0,0263723;74,5
04/10/2025;C;V;0,1546559;0,0266506;0,0274729;0,0251406;74,5
04/10/2025;C;V;0,1526408;0,0256737;0,026286;0,023856;74,5
04/10/2025;C;V;0,1504965;0,0248782;0,0253655;0,0225364;74,5
04/10/2025;C;V;0,1482409;0,0240532;0,0245226;0,02115;74,5
04/10/2025;V;V;0,1458518;0,02325;0,023675;0,0199227;74,5
04/10/2025;V;V;0,1434075;0,0224482;0,0227578;0,0188968;74,5
04/10/2025;V;V;0,1408956;0,0217939;0,0219201;0,0181186;74,5
04/10/2025;V;V;0,1384771;0,0211241;0,0211213;0,0174691;74,5
04/10/2025;V;V;0,1365911;0,0204763;0,0204655;0,0169135;74,5
04/10/2025;V;V;0,1354426;0,0198584;0,0199276;0,0164851;74,5
04/10/2025;V;V;0,1346442;0,0194584;0,019585;0,0161644;74,5
04/10/2025;V;V;0,1340523;0,0191028;0,0192051;0,0159353;74,5
04/10/2025;V;V;0,1318442;0,0188419;0,0188079;0,0157275;74,5
04/10/2025;V;V;0,1314465;0,0185448;0,0183535;0,0155282;74,5
04/10/2025;V;V;0,1311515;0,01834;0,017982;0,0154045;74,5
